LiLaRef	LemLatLST	lemmaLST
lemma/41112	87504(D353H),88719(D3943)	cauallagium,chauallagium
lemma/41131	87625(D35B2),88740(D3956)	caufagium,chaufagium
lemma/41342	88987(D3A16),93011(D45FF)	choreator,coreator
lemma/41351	88996(D3A1G),93072(D4618)	chorista,corista
lemma/41378	89023(D3A40),94040(D494B)	chrismon,crismon
lemma/41390	89038(D3A4G),94079(D4971)	chroada,croada
lemma/41395	89044(D3A53),94140(D49A9)	chronica,cronica
lemma/41511	88880(D39D8),89184(D3AD5)	chimatura,cimatura
lemma/41522	89196(D3AE0),89208(D3AEE),95098(D4CEA)	cimelia,cimilia,cymilia
lemma/41570	87953(D36C3),89260(D3AHC),95107(D4CF0)	cenegild,cinegild,cynegild
lemma/41636	89356(D3B4H),95123(D4CG0)	circbota,cyrcbota
lemma/41707	89449(D3BB2),95130(D4CG8)	cirlistus,cyrlistus
lemma/41710	88907(D39EH),89452(D3BB5)	chirocleus,cirocleus
lemma/41716	88912(D39F4),89458(D3BBB),95132(D4CGA)	chirogryllus,cirogrillus,cyrogrillus
lemma/41729	88917(D39FA),89473(D3BC9)	chirurgicus,cirurgicus
lemma/41767	89517(D3BF2),95141(D4CH1)	cisurgium,cysurgium
lemma/41809	88925(D39G0),89568(D3BHH)	chiueria,ciueria
lemma/42105	89943(D3D5B),89945(D3D5D)	cliuacius,cliuatius
lemma/42115	89954(D3D65),89959(D3D69)	cloca,clocha
lemma/42138	89836(D3CGD),89982(D3D81),90012(D3D9E)	cleia,cloia,cloya
lemma/42212	90083(D3DDF),90308(D3E95)	coaequator,coequator
lemma/42272	88939(D39GE),90148(D3E01)	chochia,cochia
lemma/42290	90155(D3E0D),90178(D3E20)	cochlearius,coclearius
lemma/42303	90159(D3E0F),90192(D3E2F)	cochonus,coconus
lemma/42525	88947(D39H7),90515(D3F28)	choleres,coleres
lemma/43188	91497(D407C),91520(D4094)	conceilum,conceylum
lemma/43528	88957(D39HH),91977(D4236)	chonhol,conhol
lemma/43597	88956(D39HG),91783(D4181),92049(D428A)	chonestabilis,conestabilis,connestabilis
lemma/43604	91452(D4264),92043(D4291)	conius,connius
lemma/44163	88974(D3A0A),92854(D456F)	choralis,coralis
lemma/44547	93343(D46H9),93347(D46HD)	cortesanus,corthesanus
lemma/44687	93525(D4799),93531(D479F)	coterius,cotherius
lemma/44693	93534(D47A0),93554(D47B7)	cothlanda,cotlanda
lemma/44830	90439(D3EGD),93684(D4817)	coisinus,coysinus
lemma/44956	93843(D48AB),93849(D48AF)	credicio,creditio
lemma/45051	150916(D3A3E),147411(D490H)	chrio,crio
lemma/45100	89026(D3A42),94043(D494C)	chrisobolum,crisobolum
lemma/45877	89204(D3AE7),95097(D4CE8)	cimeterium,cymeterium
lemma/45894	89333(D3B3H),95118(D4CFD)	cipriana,cypriana
lemma/45906	89462(D3BBF),95134(D4CGC)	cirologus,cyrologus
lemma/45942	95175(D4D10),95956(D4G82)	daemulus,demulus
lemma/46231	95490(D4E54),95422(D4E57)	dechi,deci
lemma/46461	95753(D4F9G),95752(D4FA7)	degrae,degre
lemma/46868	147693(D4H87),152582(D4H95)	desaisio,desaysio
lemma/47178	95800(D4FDH),96478(D50G9)	deita,deyta
lemma/47220	96542(D511E),98181(D5764)	dialagium,dyalagium
lemma/47244	96571(D5139),96572(D513C)	diarhodinus,diarodinus
lemma/47390	96758(D51GG),96837(D5250),98189(D576C)	dignerium,dinerium,dynerium
lemma/47572	96950(D52CH),96972(D52EA)	discariator,dischariator
lemma/48293	97823(D562A),97838(D5639)	dreitura,dreytura
lemma/48387	97931(D568D),97961(D56AD)	duca,ducha
lemma/48401	97963(D56AF),97977(D56BB)	duchissa,ducissa
lemma/48542	96832(D524B),98187(D576A)	dinamidium,dynamidium
lemma/48544	96855(D5260),98190(D576D)	diocesianus,dyocesianus
lemma/48548	96929(D5340),98194(D576H)	disis,dysis
lemma/48621	98278(D57C4),98289(D57D1)	echones,econes
lemma/48631	147725(D57CF),147726(D57D0)	eclipso,eclypso
lemma/48832	98524(D58BC),101034(D604B)	eisiamentum,eysiamentum
lemma/48835	98527(D58BF),101036(D604D)	eissariata,eyssariata
lemma/49359	99141(D5AGA),99152(D5AH3)	ephicerna,epicerna
lemma/49365	99149(D5AH0),99151(D5AH2)	epicaedium,epicedium
lemma/49467	99172(D5B05),99300(D5B7G)	epifora,epyfora
lemma/49477	72303(D07E7),99313(D5B8A)	aequantia,equantia
lemma/49489	72318(D07F6),99329(D5B9D)	aequilocus,equilocus
lemma/49510	72334(D07GD),99366(D5BBC)	aequorabiliter,equorabiliter
lemma/49669	152862(D5C5D),147858(D5CA2)	escado,eschado
lemma/49688	99579(D5C71),99643(D5CAG)	escanchia,eschanchia
lemma/49719	99610(D5C8G),99660(D5CC2)	escassa,eschassa
lemma/49721	99612(D5C91),99663(D5CC5)	escaticum,eschaticum
lemma/49724	99616(D5C95),99664(D5CC7)	escaudetus,eschaudetus
lemma/49749	99574(D5C6F),99641(D5CAE)	escalmamentus,eschalmamentus
lemma/49762	99601(D5C86),151922(D5CBD)	escario,eschario
lemma/49798	99691(D5CE2),99730(D5CG9)	eschoparius,escoparius
lemma/49799	99692(D5CE3),99743(D5CH4)	eschot,escot
lemma/50027	99915(D5D9A),99928(D5DA6)	essaium,essayum
lemma/50142	100042(D5DH3),100043(D5DH4)	estocagium,estochagium
lemma/50491	100367(D5F57),100405(D5F8G)	excangium,exchangium
lemma/50746	151919(D5GE8),147950(D5HB7)	exomnio,exsomnio
lemma/50827	100797(D5H4E),100798(D5H4F)	explechia,explecia
lemma/50850	100827(D5H6E),100892(D5HBE)	expolium,exspolium
lemma/50883	152352(D5F51),150602(D5HA0)	excambio,exscambio
lemma/50885	151103(D5F68),147948(D5HA2)	excaturizo,exscaturizo
lemma/50888	100514(D5FHA),100874(D5HA5)	excutum,exscutum
lemma/50897	147905(D5G9H),149769(D5HAH)	exilio,exsilio
lemma/51209	101283(D6120),101853(D630F)	faissus,fayssus
lemma/51828	102200(D63E4),102201(D6439)	fertho,ferto
lemma/51962	101233(D60H0),102274(D6474)	faestingmen,festingmen
lemma/52135	102500(D6534),105079(D6E0F)	filargiria,fylargiria
lemma/52334	102764(D661B),102772(D6622)	fithwita,fitwita
lemma/52406	102883(D668D),102881(D668E)	flanchus,flancus
lemma/52593	103003(D66FG),103117(D6750)	flima,flyma
lemma/52728	103281(D67E6),103290(D67F0)	foleia,foleya
lemma/52852	103456(D686D),103472(D687C)	forca,forcha
lemma/52863	103461(D6870),103473(D687E)	forcagium,forchagium
lemma/52873	103479(D6882),103486(D6889)	forchonus,forconus
lemma/52898	103516(D68A5),103526(D68AH)	forestael,forestel
lemma/53299	104001(D6A57),104215(D6B18)	fraedum,fredum
lemma/53358	104054(D6A9D),104038(D6ABH)	franchus,francus
lemma/53376	104079(D6A9B),104096(D6AB4)	franchitas,francitas
lemma/53411	104123(D6AD9),104129(D6AE0)	frasca,frascha
lemma/53587	104232(D6B23),104326(D6B7B)	freigrauius,freygrauius
lemma/53672	104415(D6BD3),104412(D6BD7)	frischus,friscus
lemma/54182	102486(D652D),105063(D6DHB),105077(D6E0D)	fihtwita,futhwita,fyhtwita
lemma/54203	102654(D65CG),105083(D6E11)	firderinga,fyrderinga
lemma/54204	102658(D65D3),105084(D6E12)	firebote,fyrebote
lemma/54205	102659(D65D5),105085(D6E13)	firken,fyrken
lemma/54335	105239(D6E9F),105947(D6GFG)	gaiola,gayola
lemma/54625	105567(D6FAB),105570(D6FAE)	garanthinx,garantinx
lemma/54658	105601(D6FCD),105756(D6G48)	garcio,garsio
lemma/54977	105235(D6E9A),105945(D6GFE)	gainagium,gaynagium
lemma/55349	106418(D707D),108008(D75C7)	giltwite,gyltwite
lemma/55508	106614(D7110),106628(D711F)	gleinator,gleynator
lemma/56420	107701(D74BG),107702(D74BH)	guarnachia,guarnacia
lemma/56461	107617(D7470),107742(D74E9)	guaita,guayta
lemma/56516	107770(D74G3),107802(D7501)	gueitum,gueytum
lemma/56580	107864(D753E),107998(D75BD)	guisa,guysa
lemma/56693	106409(D7071),108007(D75C5)	gilda,gylda
lemma/56695	152298(D7084),150213(D75CC)	gimnologizo,gymnologizo
lemma/56706	106499(D70C5),108025(D75D9)	girouagi,gyrouagi
lemma/56756	108095(D75HE),108097(D75HG)	haceta,hacheta
lemma/56776	108117(D7611),108696(D77HD)	haeredo,heredo
lemma/56779	108124(D7619),108711(D7806)	haereditamentum,hereditamentum
lemma/56782	108125(D761H),108712(D780C)	haereditarium,hereditarium
lemma/57268	108679(D77GB),108680(D77GC)	herchia,hercia
lemma/57287	108123(D7618),108706(D7800)	haereditagium,hereditagium
lemma/57320	108142(D762D),108754(D782E)	haereticalis,hereticalis
lemma/57471	108914(D78CA),109065(D793E),109621(D7B14),109686(D7B56)	hibernagium,hiuernagium,hybernagium,hyuernagium
lemma/57487	108933(D78DB),109635(D7B23)	hiemantes,hyemantes
lemma/57928	109481(D7AAD),109485(D7AAH)	hucellus,huchellus
lemma/58246	109863(D7BF9),146530(DEC2H)	ibernagium,ybernagium
lemma/58262	109881(D7BGA),146533(DEC33)	icona,ycona
lemma/58263	109886(D7BGD),146534(DEC34)	iconomus,yconomus
lemma/58273	109899(D7BHB),146536(DEC36)	idemptitas,ydemptitas
lemma/58285	109914(D7C07),146538(DEC38)	idolagia,ydolagia
lemma/58378	110018(D7C77),111543(D808A)	illatum,inlatum
lemma/58679	110393(D7DG9),111652(D80GC)	impotus,inpotus
lemma/58824	110577(D7EB1),110681(D7F13)	incaesa,incesa
lemma/58881	147263(D7EFA),151262(D7EFG)	incateno,incatheno
lemma/58922	110612(D7EE3),110686(D7F1F)	incarimentum,incharimentum
lemma/58992	110771(D7F7C),110781(D7F85)	inclito,inclyto
lemma/59125	110973(D7G38),146567(DEC53)	indardus,yndardus
lemma/59194	111023(D7G6G),111083(D7GAD)	indicio,inditio
lemma/59686	111671(D80HH),111677(D8107)	inquaesta,inquesta
lemma/60067	151185(D8313),152152(D8369)	inthroniso,introniso
lemma/60367	112581(D8491),146632(DEC8H)	ispia,yspia
lemma/60441	112687(D84F4),146645(DEC9C)	iuernagium,yuernagium
lemma/60922	113272(D86DD),113308(D86FC)	laca,lacha
lemma/60949	113311(D86FF),113313(D86G2)	lachinones,lacinones
lemma/61032	113408(D873G),114548(D8AGH)	laernum,lernum
lemma/61082	113466(D8779),114170(D89CB)	laignerium,laygnerium
lemma/61470	113960(D88HD),113932(D891A)	lathos,latos
lemma/61638	113401(D8738),114193(D89DF)	laeamen,leamen
lemma/61657	114216(D89F2),114218(D89F4)	lechitus,lecitus
lemma/61784	114407(D8A87),114741(D8BAD)	leida,leyda
lemma/61825	114456(D8AB5),114491(D8AD5)	lencio,lentio
lemma/61939	113417(D8745),114589(D8B12),114602(D8B1E)	laetania,letania,lethania
lemma/61969	114583(D8B31),22334(l0130)	laetus,letus
lemma/62134	114855(D8BHC),114868(D8C06)	lica,licha
lemma/62137	114871(D8C09),114878(D8C0F)	lichia,licia
lemma/62139	114874(D8C0C),114885(D8C14)	lichina,licina
lemma/62442	115284(D8D79),115285(D8D7B)	lisca,lischa
lemma/62568	115451(D8DHG),115453(D8E02)	lochia,locia
lemma/62721	115637(D8EB7),115626(D8EC4)	lothum,lotum
lemma/62774	115702(D8EF1),115730(D8EGB)	lucar,luchar
lemma/62942	115956(D8FD1),115959(D8FD7)	luterium,lutherium
lemma/62957	114767(D8BC2),115978(D8FEC)	liardus,lyardus
lemma/62961	114962(D8C7A),115985(D8FF0)	ligius,lygius
lemma/62969	115348(D8DB9),115993(D8FF9)	litostratum,lytostratum
lemma/63116	116188(D8G98),118841(D9772)	maeremium,meremium
lemma/63213	116340(D8H08),118169(D951F)	maidanum,maydanum
lemma/63239	116372(D8H27),118180(D952A)	mainerius,maynerius
lemma/63588	116781(D9081),116802(D9093)	manca,mancha
lemma/63589	116789(D9085),116803(D9095)	mancaldus,manchaldus
lemma/63635	116853(D90C3),116876(D90D2),116894(D90EB)	mandaerius,mandatarius,manderius
lemma/64007	117379(D9278),117409(D928H)	marca,marcha
lemma/64015	117396(D9284),117432(D92A2)	marcasita,marchasita
lemma/64019	117397(D9289),117433(D92A5)	marcatum,marchatum
lemma/64041	117377(D9282),117408(D92A1)	marcho,marco
lemma/64042	117399(D9288),117435(D92A4)	marcatio,marchatio
lemma/64063	117455(D92BC),117482(D92DA)	marchia,marcia
lemma/64064	117459(D92BG),117483(D92DB)	marchiabilis,marciabilis
lemma/64089	117460(D92BH),117484(D92DC)	marchiagium,marciagium
lemma/64141	117537(D92H8),117542(D92HC)	marescagium,mareschagium
lemma/64372	117795(D93F2),117804(D93FA)	masca,mascha
lemma/64541	117961(D9473),118008(D94A0)	mata,matha
lemma/64542	117968(D9477),118010(D94A1)	matalacium,mathalacium
lemma/6456	53871(29971),45194(3154)	aethicus,ethicus
lemma/64678	116344(D8H0C),118170(D951G)	maiera,mayera
lemma/64684	116364(D8H1E),117839(D9401),118176(D9525)	mainada,masnada,maynada
lemma/64685	116366(D8H1G),118177(D9526)	mainagium,maynagium
lemma/64686	116368(D8H20),118178(D9527)	mainamentum,maynamentum
lemma/64693	116433(D8H5G),118187(D952G)	maita,mayta
lemma/64696	116434(D8H5H),118190(D9531)	maiteriata,mayteriata
lemma/64835	118384(D95F2),118388(D95F5)	megaducas,megalducas
lemma/64862	118412(D95GG),119219(D98C3)	meiaria,meyaria
lemma/64889	118442(D960A),119230(D98CD)	meiteria,meyteria
lemma/65467	119169(D9898),119742(D9A81)	methium,mithium
lemma/65468	119172(D989A),119184(D98A4)	methodus,metodus
lemma/65568	149186(D98G0),150136(D98G4)	micholor,micolor
lemma/66000	150188(D9AH5),23798(m0080)	maestifico,moestifico
lemma/66530	120597(D9D56),120618(D9D6B)	mota,motha
lemma/66584	119913(D9B0G),120668(D9D9E)	moiolus,moyolus
lemma/66814	120983(D9EA7),120999(D9EB8)	muraillia,murayllia
lemma/66904	121103(D9EH9),121107(D9EHD)	muscetus,muschetus
lemma/67157	121428(D9G19),121433(D9G1F)	nathinaeus,natineus
lemma/67230	121536(D9G78),121563(D9G95)	nauicio,nauitio
lemma/67408	121675(D9GG6),121784(D9H4C)	neiagium,neyagium
lemma/68098	122747(DA2C2),122755(DA2C8)	offersio,offertio
lemma/68330	122532(DA1FE),123060(DA3D6)	obstagium,opstagium
lemma/68543	123380(DA4EC),123381(DA4ED)	osceum,oscheum
lemma/68815	123718(DA5H0),125720(DACB5)	paela,pela
lemma/68817	123720(DA5H3),125760(DACDA)	paella,pella
lemma/68818	123721(DA5H4),126335(DAEED)	paerria,perria
lemma/68888	123812(DA649),125439(DABC8)	pairola,payrola
lemma/68936	123885(DA68C),123884(DA68D)	palchum,palcum
lemma/68961	123923(DA6AF),126697(DAG0H)	palergium,phalergium
lemma/69162	124163(DA77B),124175(DA784)	panchra,pancra
lemma/69298	124339(DA805),124343(DA809)	panteon,pantheon
lemma/69511	124616(DA8GA),124600(DA8HD)	parchus,parcus
lemma/69550	124694(DA92G),124699(DA936)	pargia,pargya
lemma/69659	124826(DA9AH),124827(DA9B0)	parscalcus,parschalcus
lemma/69735	124943(DAA02),124959(DAA11)	pascagium,paschagium
lemma/69738	124949(DAA0A),124960(DAA13)	pascarium,pascharium
lemma/69740	152120(DAA06),152143(DAA0C)	pascairo,pascayro
lemma/69746	124950(DAA09),124958(DAA12)	pascho,pasco
lemma/69926	125191(DAAF4),125227(DAAH7)	patalia,pathalia
lemma/70131	123817(DA64E),125445(DABCF)	paisnaticum,paysnaticum
lemma/70133	123822(DA651),125447(DABCH)	paisseria,paysseria
lemma/70135	123602(DA654),125432(DABD1)	paium,payum
lemma/70150	125464(DABE0),125482(DABEH)	peca,pecha
lemma/70167	125485(DABF3),125486(DABF4)	pechia,pecia
lemma/70334	125707(DACAA),126648(DAFG3)	peirerius,peyrerius
lemma/70337	125713(DACAD),126653(DAFG6)	peironus,peyronus
lemma/70727	148377(DAE19),148378(DAE56)	perendino,perhendino
lemma/71030	126531(DAF91),126557(DAFA9)	petagium,pethagium
lemma/71091	123722(DA5H5),126526(DAFF1)	paetus,petus
lemma/71109	125708(DACA9),126649(DAFG1)	peireria,peyreria
lemma/71152	124102(DA73H),126700(DAG12)	paltena,phaltena
lemma/71159	124432(DA865),126710(DAG1D)	para,phara
lemma/71233	126801(DAG75),130890(DBC51)	phund,pund
lemma/71287	126879(DAGB8),131035(DBCDG)	picta,pycta
lemma/71295	126890(DAGC3),131036(DBCDH)	pictatium,pyctatium
lemma/71405	126744(DAG3E),127033(DAH27)	philetum,piletum
lemma/71575	127231(DAHEA),131049(DBCEC)	piratus,pyratus
lemma/71580	127244(DAHEG),131051(DBCEF)	pirgius,pyrgius
lemma/71582	127246(DAHF3),131054(DBCF0)	piritegium,pyritegium
lemma/71601	127272(DAHGD),131060(DBCF8)	pisalis,pysalis
lemma/71749	127451(DB095),127464(DB0A3)	placea,plachea
lemma/71758	127463(DB0A2),127465(DB0A4)	placetum,plachetum
lemma/71796	127528(DB0E2),127756(DB197)	plaidura,playdura
lemma/71920	127719(DB16G),127727(DB177)	plathoma,platoma
lemma/72047	127818(DB1CH),127876(DB1G9)	pleidura,pleydura
lemma/72273	126780(DAG5H),128154(DB2EC)	pholagium,polagium
lemma/72325	128215(DB302),128310(DB365)	poliformis,polyformis
lemma/72336	128229(DB30G),128316(DB36B)	polippus,polyppus
lemma/72343	128236(DB317),128242(DB31E)	polithogum,politogum
lemma/72404	128205(DB2HA),128305(DB360)	poliandrum,polyandrum
lemma/72833	128940(DB581),128959(DB596)	poteria,potheria
lemma/72939	129070(DB5G7),129494(DB786)	praeciagium,preciagium
lemma/72963	129100(DB607),129504(DB790)	praecordialis,precordialis
lemma/72980	129123(DB61H),129512(DB79B)	praederia,prederia
lemma/73057	129216(DB689),129535(DB7AH)	praenicula,prenicula
lemma/73068	129226(DB696),129541(DB7B5)	praepedium,prepedium
lemma/73104	129283(DB6D4),129576(DB7D6)	praesiagium,presiagium
lemma/73146	129351(DB6H9),129621(DB7FH)	praesura,presura
lemma/73160	129383(DB719),129635(DB7GH)	praeueiril,preueiril
lemma/73259	129117(DB618),129510(DB798)	praedaria,predaria
lemma/73260	129116(DB619),129509(DB799)	praedarius,predarius
lemma/73261	129122(DB61F),129511(DB79A)	praedella,predella
lemma/73271	129185(DB665),129524(DB7A6)	praeiuramentum,preiuramentum
lemma/73289	129247(DB6AD),129548(DB7BC)	praesa,presa
lemma/73290	129252(DB6AH),129554(DB7BH)	praesalia,presalia
lemma/73304	129282(DB6D3),129575(DB7D5)	praesia,presia
lemma/73309	129302(DB6E9),129581(DB7DB)	praesonarius,presonarius
lemma/73329	129309(DB6EE),129614(DB7F8)	praesta,presta
lemma/73330	129314(DB6EH),129615(DB7F9)	praestaldi,prestaldi
lemma/73338	129354(DB6HB),148413(DB7G4)	praetaxo,pretaxo
lemma/73384	129674(DB815),129678(DB817)	primicerius,primicherius
lemma/73665	130086(DB98C),130097(DB99B)	prolita,prolyta
lemma/73852	130336(DBA78),130348(DBA81)	protentinus,prothentinus
lemma/73855	130351(DBA84),130368(DBA98)	prothocapellanus,protocapellanus
lemma/73925	130346(DBA8G),130321(DBACE)	prothus,protus
lemma/74392	128137(DB2DF),129008(DB5C9)	poipia,poypia
lemma/74733	131184(DBD56),131549(DBE96)	quaesta,questa
lemma/74736	131208(DBD68),148453(DBE9D)	quaestuo,questuo
lemma/74950	131824(DBF81),134073(DC678)	rada,rhada
lemma/75017	131903(DBFCG),132288(DBH09)	raisa,raysa
lemma/75305	131898(DBFCA),132286(DBH07)	raimatus,raymatus
lemma/75418	132372(DBH84),132452(DBHDB)	recamator,rechamator
lemma/75464	132447(DBHD6),132459(DBHE3)	recetum,rechetum
lemma/75470	148956(DBH8E),150859(DBHDD)	recapto,rechapto
lemma/75472	150896(DBH8G),151328(DBHDF)	recasso,rechasso
lemma/75474	132378(DBH91),132454(DBHE0)	recatum,rechatum
lemma/75611	132450(DBHE5),132360(DC0AG)	rechus,recus
lemma/75916	132975(DC203),132982(DC20A)	reguaita,reguayta
lemma/75982	133046(DC262),134068(DC673)	reisa,reysa
lemma/76221	133338(DC386),133363(DC3A4)	repairium,repayrium
lemma/76332	133478(DC40G),149519(DC40H)	reprocho,reproco
lemma/76570	133808(DC564),133832(DC580)	rethinga,retinga
lemma/76571	133806(DC565),133760(DC5G1)	rethum,retum
lemma/76788	133151(DC2D7),134085(DC683)	rema,rhema
lemma/77077	134425(DC7AA),134442(DC7B8)	rocassium,rochassium
lemma/77080	134427(DC7AC),134431(DC7AE)	rocca,roccha
lemma/77084	134434(DC7B1),134444(DC7BB)	rocerium,rocherium
lemma/77086	134420(DC7A7),134436(DC7B3)	roca,rocha
lemma/77098	134440(DC7BG),134423(DC7C3)	rochus,rocus
lemma/77185	134570(DC80H),134594(DC833)	romaeus,romeus
lemma/77325	134772(DC8CG),134791(DC8DF)	rotarii,rotharii
lemma/77331	134767(DC8C5),134790(DC8DE)	rotagium,rothagium
lemma/77334	134794(DC8E0),134805(DC8EE)	rothorium,rotorium
lemma/77361	134097(DC691),134789(DC8E1),134760(DC8G7)	rhothus,rothus,rotus
lemma/77365	134835(DC8GC),134836(DC8GD)	rouchinus,roucinus
lemma/77446	134931(DC943),134938(DC94A)	ruca,rucha
lemma/77553	135072(DC9CF),135078(DC9D6)	runchinus,runcinus
lemma/77601	135158(DC9H7),135165(DC9HE)	rusca,ruscha
lemma/77647	135207(DCA2G),135215(DCA36)	rutarii,rutharii
lemma/77712	135289(DCA7B),135371(DCAC3)	saca,sacha
lemma/77731	135327(DCA91),135309(DCA92)	sacchi,sacci
lemma/77765	135379(DCAC9),135386(DCAD1)	sachibaro,sacibaro
lemma/77824	135372(DCACF),135290(DCAH5)	sachus,sacus
lemma/77831	135459(DCAHE),138219(DD21B)	saenia,senia
lemma/77913	135575(DCB6A),136474(DCE5F)	saiguatorium,sayguatorium
lemma/77922	135584(DCB72),136478(DCE61)	saisimentum,saysimentum
lemma/78382	136205(DCD75),136222(DCD87)	sarcho,sarco
lemma/78661	136536(DCE9A),136964(DCFH2)	scacia,schacia
lemma/78675	136552(DCEA9),136966(DCFH5)	scafa,schafa
lemma/78709	136606(DCED5),136604(DCED8)	scalchus,scalcus
lemma/78779	136693(DCF0A),136975(DCFHE)	scandalia,schandalia
lemma/78823	136737(DCF37),136745(DCF3G)	scaphinus,scapinus
lemma/78842	136767(DCF52),136979(DCG00)	scara,schara
lemma/78881	136814(DCF82),136983(DCG04)	scarlatum,scharlatum
lemma/78966	136898(DCFD3),136989(DCG0A)	sceawing,scheawing
lemma/78976	136909(DCFDE),136996(DCG12)	scela,schela
lemma/79032	136798(DCF6C),136980(DCG01)	scarescellus,scharescellus
lemma/79034	136810(DCF7C),136982(DCG03)	scaritus,scharitus
lemma/79061	136960(DCFGG),137015(DCG24)	sceurum,scheurum
lemma/79066	137020(DCG29),137104(DCG7A)	schifatus,scifatus
lemma/79087	137046(DCG40),137210(DCGE2)	schlauus,sclauus
lemma/79104	137063(DCG53),137268(DCGH6)	scholtetus,scoltetus
lemma/79139	137024(DCG2D),137110(DCG7G)	schilpor,scilpor
lemma/79168	137036(DCG38),137085(DCG69),137148(DCGA0),137653(DD049)	schira,schyra,scira,scyra
lemma/79310	137067(DCG57),137306(DCH21)	schoppa,scoppa
lemma/79522	137078(DCG62),137565(DCHH5)	schultetus,scultetus
lemma/79592	137023(DCG2C),137108(DCG7E),137647(DD042)	schillingus,scillingus,scyllingus
lemma/79798	137946(DD13D),138886(DD457)	seignoria,seygnoria
lemma/80527	137958(DD14A),138897(DD462)	seitorium,seytorium
lemma/80588	138959(DD4A1),143096(DE0BD)	sicaria,sycaria
lemma/80606	138976(DD4B1),138983(DD4BA)	sicela,sichela
lemma/80608	138985(DD4BC),138986(DD4BD)	sichia,sicia
lemma/80898	139370(DD5H3),139366(DD5H6),139387(DD605),143198(DE0HG)	sirichus,siricus,sirycus,syricus
lemma/81026	139527(DD68C),139553(DD69G)	soca,socha
lemma/8113	55288(35723),55293(35730)	gigans,gigas
lemma/81772	140536(DD9F8),140537(DD9F9)	spleca,splecha
lemma/81923	140735(DDA9D),140744(DDAA3)	staca,stacha
lemma/81927	140734(DDAA0),140743(DDAA4)	stacho,staco
lemma/82209	141137(DDBEE),141212(DDC17)	stema,sthema
lemma/82277	141218(DDC1C),141817(DDE0F)	stica,styca
lemma/82331	141300(DDC61),141313(DDC75)	stipadium,stiphadium
lemma/82376	141362(DDCA2),141358(DDCAB)	stochus,stocus
lemma/82405	141404(DDCCB),141401(DDCCG)	stophus,stopus
lemma/82723	141334(DDC88),141822(DDE12)	stirpalis,styrpalis
lemma/82884	142002(DDECB),142300(DDFDG)	subimaginatio,subymaginatio
lemma/82933	142071(DDEGH),142564(DDGC1)	submerinus,summerinus
lemma/83254	142508(DDG8F),142511(DDG90)	sulphurium,sulpurium
lemma/83786	151755(DD5C1),143154(DE0F3)	sindico,syndico
lemma/83831	139430(DD62B),143209(DE10C)	sitamentum,sytamentum
lemma/83833	139452(DD644),143211(DE10E)	sixhindi,syxhindi
lemma/83877	143244(DE124),143271(DE13G)	uacaria,uacharia
lemma/84270	143364(DE1A0),143759(DE2FB)	uaisellum,uaysellum
lemma/84311	143803(DE306),143805(DE308)	uechia,uecia
lemma/84613	143324(DE174),144220(DE47A)	uaeria,ueria
lemma/85418	145295(DE80A),146086(DEAD8)	uitatorium,uytatorium
lemma/85784	145646(DE945),145801(DE9DG)	uoiagium,uoyagium
lemma/86468	109927(D7C14),146541(DEC3B)	idria,ydria
lemma/86492	110398(D7DGA),146566(DEC52)	impraeceps,ympreceps
lemma/86495	111877(D81DF),146570(DEC56)	inspurus,ynspurus
lemma/86523	146597(DEC6G),146598(DEC6H)	ypopirgium,ypopyrgium
lemma/86545	112571(D8489),146619(DEC83)	isembrunus,ysembrunus
lemma/86565	112596(D84A0),146639(DEC96)	istoria,ystoria
lemma/86838	70400(D0056),108033(D75DG),36(a0013)	abba,abbas,habba
lemma/86856	146925(D053E),42(a0030)	abbreuio,adbreuio
lemma/86866	70468(D00A2),52(a0039)	abdomen,abdumen
lemma/86915	73271(D0B5G),106(a0082)	ablegmina,albegmina
lemma/86919	70622(D0128),110(a0086)	abligurio,abligurrio
lemma/86965	70688(D016G),162(a0128)	aborsus,abortus
lemma/87019	149401(D1417),215(a0179)	absono,apsono
lemma/87054	108088(D75H8),249(a0213)	abundus,habundus
lemma/87075	70947(D027G),272(a0232)	acation,acatium
lemma/87085	71058(D02E3),283(a0241)	acceia,accia
lemma/87112	70976(D0286),70991(D02A6),320(a0268),282(a0268)	accado,accedo,acci'do
lemma/87127	151719(D054E),338(a0283)	acclamo,adclamo
lemma/87136	150623(D0553),347(a0291)	accognosco,adcognosco
lemma/87145	152128(D0558),356(a0300)	accorporo,adcorporo
lemma/87176	71077(D02F5),71358(D03F6),393(a0330)	accidia,acedia,acidia
lemma/87202	71255(D039H),392(a0354)	ace'to,aceto
lemma/87208	71255(D039H),391(a0358)	ace"to,aceto
lemma/87211	71309(D03CE),422(a0360)	acetum,achetum
lemma/87221	71427(D041H),432(a0370)	achora,acora
lemma/87226	71313(D03CG),436(a0374)	achia,acia
lemma/87238	71323(D03D8),449(a0385)	achinus,acinus
lemma/87249	71329(D03DH),71410(D040E),71412(D040G),71413(D040H),461(a0395)	acholytus,acoletus,acolitus,acoluthus,acolytus
lemma/87263	146979(D06C9),473(a0406)	acquiesco,adquiesco
lemma/87273	72927(D0A36),481(a0414)	acredula,agredula
lemma/87281	71516(D0471),489(a0422)	acroama,acroma
lemma/87297	71337(D03E4),504(a0436)	achta,acta
