codlem	gen	codmorf	LiLaRef	n_id	lemma	Throw_n_id	Throw_lemma	chk
V3		VmH	lemma/100563	e0081	edico	D5FHB	exdico	OK
V1		VmF	lemma/102290	e1729	exseco	D5FHH	execo	OK
N3B	f	NcC	lemma/102292	e1731	exsecrabilitas	D5G02	execrabilitas	OK
V1		VmF	lemma/102297	e1736	exsecror	D5G03	execror	OK
N3B	f	NcC	lemma/102301	e1739	exsecutio	D5G09	executio	OK
N1	f	NcA	lemma/102305	e1742	exsequiae	D5G3D	exequiae	OK
N3B	m	NcC	lemma/100663	e0172	effractor	D5G6E	exfractor	OK
V1		VmF	lemma/102015	e1466	exheredo	D5G79	exhaeredo	NO
N3B	m	NcC	lemma/102016	e1467	exheres	D5G7A	exhaeres	NO
N1	f	NcA	lemma/101184	e0656	exedra	D5G7G	exhedra	OK
V1		VmF	lemma/101979	e1432	exentero	D5GAG	exintero	OK
V1		VmF	lemma/102321	e1757	exsinuo	D5GAH	exinuo	NO
V1		VmF	lemma/102099	e1547	exorcizo	D5GF7	exorcidio	OK
N3A	*	Af-	lemma/102331	e1767	exspectabilis	D5H01	expectabilis	OK
N3B	f	NcC	lemma/102332	e1768	exspectatio	D5H07	expectatio	OK
V1		VmF	lemma/102335	e1771	exspecto	D5H05	expecto	OK
V4		VmL	lemma/102165	e1604	experior	D5H35	experio	OK
N1	f	NcA	lemma/50827	D5H4E	explechia	D5H4F	explecia	NO
V1		VmF	lemma/50883	D5F51	excambio	D5HA0	exscambio	NO
N2	n	NcB	lemma/50888	D5FHA	excutum	D5HA5	exscutum	NO
V1		VmF	lemma/50897	D5G9H	exilio	D5HAH	exsilio	NO
V1		VmF	lemma/102487	e1910	exulo	D5HB4	exsolo	OK
V1		VmF	lemma/50746	D5GE8	exomnio	D5HB7	exsomnio	NO
N2	n	NcB	lemma/50850	D5H6E	expolium	D5HBE	exspolium	NO
N2/1	*	Af-	lemma/102481	e1905	exulaticius	D5HC6	exsulaticius	OK
N2/1	*	Af-	lemma/102481	e1905	exulaticius	D5HC6	exsulaticius	OK
N3B	f	NcC	lemma/102375	e1808	exulatio	D5HC7	exsulatio	OK
N1	f	NcA	lemma/102689	e9990	exstantia	D5HD8	extantia	OK
N3B	f	NcC	lemma/102348	e1783	exstasis	D5HDB	extasis	OK
N3B	f	NcC	lemma/102348	e1783	exstasis	D5HDB	extasis	OK
V1		VmF	lemma/102349	e1784	exsterno	D5HF2	externo	OK
V1		VmF	lemma/102359	e1794	exstirpo	D5HG3	extirpo	OK
V1		VmF	lemma/102387	e1819	exsupero	D6039	exupero	OK
N2	n	NcB	lemma/48832	D58BC	eisiamentum	D604B	eysiamentum	NO
N1	f	NcA	lemma/48835	D58BF	eissariata	D604D	eyssariata	NO
V1		VmF	lemma/102738	f0032	fabulor	D608D	fabulo	OK
N1	f	NcA	lemma/117588	p1842	phalanga	D612C	falanga	OK
N1	f	NcA	lemma/117595	p1849	phalerae	D6172	falerae	OK
N3B	f	NcC	lemma/102875	f0153	fames	D61FA	famis	OK
N2	m	NcB	lemma/105086	h0041	hariolus	D6236	fariolus	OK
N1	f	NcA	lemma/102904	f0181	fartura	D625E	farsura	OK
N2	m	NcB	lemma/120769	p8874	phaseolus	D6287	faseolus	OK
N3B	n	NcC	lemma/117629	p1880	phasma	D628G	fasma	OK
V1		VmF	lemma/103542	f0751	focilo	D62E9	faucillo	OK
N3B	m	NcC	lemma/103027	f0288	fautor	D62FC	fauitor	OK
N2	m	NcB	lemma/51209	D6120	faissus	D630F	fayssus	NO
N2	m	NcB	lemma/105074	h0031	haedus	D6337	fedus	OK
N1	f	NcA	lemma/103303	f0535	filicula	D6352	felicula	OK
N3B	f	NcC	lemma/103062	f0321	feles	D6354	felis	OK
N3B	n	NcC	lemma/103088	f0347	femur	D637B	femus	NO
N2/1	*	Af-	lemma/102700	f0001	faenarius	D6384	fenarius	OK
N2/1	*	Af-	lemma/102700	f0001	faenarius	D6384	fenarius	OK
N2/1	*	Af-	lemma/102799	f0087	faeneus	D63A0	feneus	OK
N3B	n	NcC	lemma/102806	f0092	faenile	D63A8	fenile	OK
N2	n	NcB	lemma/103162	f0411	fertum	D63CC	ferctum	OK
N3B	f	NcC	lemma/102934	f0208	farrago	D6404	ferrago	OK
N3B	m	NcC	lemma/51828	D63E4	fertho	D6439	ferto	NO
N3B	n	NcC	lemma/51962	D60H0	faestingmen	D6474	festingmen	NO
N1	f	NcA	lemma/103093	f0352	fenestra	D6483	festra	OK
N1	f	NcA	lemma/103565	f0771	foetutina	D649B	fetutina	OK
N1	f	NcA	lemma/103218	f0460	fibula	D64C0	fibla	OK
N2	n	NcB	lemma/104186	f9226	fidei-commissum	D64G7	fideicommissum	OK
N2	n	NcB	lemma/117746	p1993	phylacterium	D6531	filacterium	OK
N1	f	NcA	lemma/103296	f0528	filia	D654B	fileia	OK
N1	f	NcA	lemma/103192	f0438	festuca	D6612	fistuca	OK
N1	f	NcA	lemma/52334	D661B	fithwita	D6622	fitwita	NO
N1	f	NcA	lemma/103218	f0460	fibula	D662G	fixula	OK
N2	m	NcB	lemma/52406	D668D	flanchus	D668E	flancus	NO
V1		VmF	lemma/103765	f0959	fraxo	D66BC	flaxo	OK
N1	f	NcA	lemma/117676	p1926	phlebotomia	D66C4	flebotomia	OK
V1		VmF	lemma/117678	p1928	phlebotomo	D66C1	flebotomo	OK
N2	m	NcB	lemma/117679	p1929	phlebotomus	D66C7	flebotomus	OK
N3B	n	NcC	lemma/117681	p1930	phlegma	D66D3	flegma	OK
N3B	n	NcC	lemma/117681	p1930	phlegma	D66D3	flegma	OK
N2/1	*	Af-	lemma/103510	f0722	fluidus	D6743	fluuidus	OK
N1	m	NcA	lemma/52593	D66FG	flima	D6750	flyma	NO
N2/1	*	Af-	lemma/103539	f0749	focacius	D6772	focatius	OK
N2/1	*	Af-	lemma/103539	f0749	focacius	D6772	focatius	OK
N1	f	NcA	lemma/103212	f0456	feta	D67BD	foeta	OK
N2	n	NcB	lemma/103406	f0626	folium	D67EG	foleum	OK
N1	f	NcA	lemma/52728	D67E6	foleia	D67F0	foleya	NO
N1	f	NcA	lemma/52852	D686D	forca	D687C	forcha	NO
N2	n	NcB	lemma/52863	D6870	forcagium	D687E	forchagium	NO
N2	m	NcB	lemma/52873	D6882	forchonus	D6889	forconus	NO
N		NcP	lemma/52898	D68A5	forestael	D68AH	forestel	NO
N3A	*	Af-	lemma/103639	f0841	formicabilis	D691F	formicalis	OK
V1		VmF	lemma/103676	f0876	fornico	D695D	fornicor	OK
N1	f	NcA	lemma/103522	f0732	fossa	D6A0B	fotsa	OK
V1		VmF	lemma/103388	f0613	flagro	D6A6B	fraglo	OK
V1		VmF	lemma/103736	f0931	fragro	D6A6B	fraglo	OK
N3B	f	NcC	lemma/53376	D6A9B	franchitas	D6AB4	francitas	NO
N2	m	NcB	lemma/53358	D6A9D	franchus	D6ABH	francus	NO
N1	f	NcA	lemma/53411	D6AD9	frasca	D6AE0	frascha	NO
N2	n	NcB	lemma/53299	D6A57	fraedum	D6B18	fredum	NO
N2/1	*	Af-	lemma/53587	D6B23	freigrauius	D6B7B	freygrauius	NO
N2	n	NcB	lemma/103036	f0297	frigidarium	D6B9G	frigdarium	OK
V4		VmL	lemma/103821	f1010	friguttio	D6BBH	fringulirre	NO
N2/1	*	Af-	lemma/53672	D6BD7	friscus	D6BD3	frischus	NO
N1	f	NcA	lemma/103360	f0586	fitilla	D6BEF	fritilla	OK
V1		VmF	lemma/103895	f1071	frustror	D6C84	frustro	OK
N2	n	NcB	lemma/103898	f1074	frustum	D6C8A	frustrum	OK
N1	f	NcA	lemma/103920	f1095	fugela	D6CBF	fugella	OK
N1	f	NcA	lemma/103950	f1119	fulica	D6CCA	fulca	OK
N1	f	NcA	lemma/103950	f1119	fulica	D6CCD	fulcha	NO
N2	n	NcB	lemma/103934	f1107	fulcrum	D6CCE	fulchrum	NO
V3		VmH	lemma/104023	f1184	fungor	D6D43	fungo	OK
N3B	f	NcC	lemma/103612	f0814	forceps	D6D72	furceps	OK
N1	f	NcA	lemma/104041	f1200	furca	D6D73	furcha	NO
V1		VmF	lemma/104075	f1230	furor	D6D5B	furo	OK
N1	f	NcA	lemma/54182	D652D	fihtwita	D6DHB	futhwita	NO
N1	f	NcA	lemma/54182	D652D	fihtwita	D6E0D	fyhtwita	NO
N1	f	NcA	lemma/52135	D6534	filargiria	D6E0F	fylargiria	NO
N1	f	NcA	lemma/54203	D65CG	firderinga	D6E11	fyrderinga	NO
N3B	n	NcC	lemma/54204	D65D3	firebote	D6E12	fyrebote	NO
N		NcP	lemma/54205	D65D5	firken	D6E13	fyrken	NO
N1	f	NcA	lemma/104274	g0027	galea	D6EAH	galaea	NO
N3B	n	NcC	lemma/92454	c0305	calymma	D6F1E	galumma	OK
N		NcP	lemma/54625	D6FAB	garanthinx	D6FAE	garantinx	NO
N3B	f	NcC	lemma/54658	D6FCD	garcio	D6G48	garsio	NO
N1	f	NcA	lemma/104247	g0003	gabata	D6G90	gauata	OK
N2	n	NcB	lemma/54977	D6E9A	gainagium	D6GFE	gaynagium	NO
N1	f	NcA	lemma/54335	D6E9F	gaiola	D6GFG	gayola	NO
N3B	m	NcC	lemma/104597	g0301	gillo	D6H14	gello	OK
N2	n	NcB	lemma/104998	g0685	gynaeceum	D6H40	genaecium	NO
N2	n	NcB	lemma/104998	g0685	gynaeceum	D6H48	genecium	NO
N3B	m	NcC	lemma/100705	e0211	egero	D6HF7	gero	OK
N2	n	NcB	lemma/104374	g0110	gaesum	D7001	gessum	OK
N2	n	NcB	lemma/104374	g0110	gaesum	D701D	gesum	OK
N3B	m	NpC	lemma/8113	35723	gigans	35730	gigas	NO
N2/1	*	Af-	lemma/104596	g0300	giluus	D7070	gilbus	OK
N2	n	NcB	lemma/104991	g0679	gymnasium	D7083	gimnasium	NO
N2/1	*	Af-	lemma/105001	g0688	gypsarius	D70B1	gipsarius	NO
N2	n	NcB	lemma/105005	g0692	gypsum	D70B3	gipsum	NO
N2	m	NcB	lemma/105006	g0693	gyrgillus	D70BG	girgillus	NO
V1		VmF	lemma/105008	g0695	gyro	D70B7	giro	OK
N1	f	NcA	lemma/104648	g0348	glarea	D70GF	glaria	OK
V1		VmF	lemma/104652	g0352	glattito	D70HC	glaucito	OK
N3B	m	NcC	lemma/55508	D7110	gleinator	D711F	gleynator	NO
N1	f	NcA	lemma/104716	g0414	glossa	D7166	glosa	OK
N2	n	NcB	lemma/104715	g0413	glosarium	D716G	glossarium	OK
V4		VmL	lemma/104740	g0438	gluttio	D7181	glutio	OK
N3B	m	NcC	lemma/104742	g0440	glutto	D7183	gluto	OK
N2/1	*	Af-	lemma/104743	g0441	glittus	D7188	glutus	OK
V1		VmF	lemma/113466	n0108	nauo	D7197	gnauo	OK
N3A	*	Af-	lemma/113751	n0445	nobilis	D719B	gnobilis	OK
V3		VmH	lemma/113840	n0534	nosco	D719E	gnosco	OK
I		X--	lemma/97680	c9838	corgo	D71G8	gorgo	OK
V1		VmF	lemma/104803	g0501	graecisso	D7261	graecizo	OK
V1		VmF	lemma/104872	g0566	gratificor	D730G	gratifico	OK
N3B	f	NcC	lemma/104893	g0586	grauedo	D7362	grauido	OK
N1	f	NcA	lemma/97080	c4471	crypta	D73E0	gripta	NO
N2	m	NcB	lemma/104251	g0007	grypus	D73E1	gripus	NO
N1	f	NcA	lemma/104926	g0617	groma	D7428	gruma	OK
V4		VmL	lemma/104940	g0630	grundio	D7435	grunnio	OK
N1	f	NcA	lemma/97080	c4471	crypta	D744H	grypta	NO
N1	f	NcA	lemma/56420	D74BG	guarnachia	D74BH	guarnacia	NO
N1	f	NcA	lemma/56461	D7470	guaita	D74E9	guayta	NO
N2	n	NcB	lemma/56516	D74G3	gueitum	D7501	gueytum	NO
N1	f	NcA	lemma/104987	g0676	gubia	D75B9	guuia	OK
N1	f	NcA	lemma/56580	D753E	guisa	D75BD	guysa	NO
N1	f	NcA	lemma/56693	D7071	gilda	D75C5	gylda	NO
N		NcP	lemma/55349	D707D	giltwite	D75C7	gyltwite	NO
V1		VmF	lemma/56695	D7084	gimnologizo	D75CC	gymnologizo	NO
N2	m	NcB	lemma/56706	D70C5	girouagi	D75D9	gyrouagi	NO
N3B	m	NcC	lemma/86838	a0013	abba	D75DG	habba	NO
N2/1	*	Af-	lemma/87054	a0213	abundus	D75H8	habundus	OK
N1	f	NcA	lemma/56756	D75HE	haceta	D75HG	hacheta	NO
N1	m	NcA	lemma/105372	h0292	heredipeta	D7614	haeredipeta	NO
N3B	f	NcC	lemma/105374	h0294	hereditas	D7620	haereditas	NO
V1		VmF	lemma/105375	h0295	heredito	D761B	haeredito	NO
N2	m	NcB	lemma/88414	a1443	allus	D766B	hallus	OK
N1	f	NcA	lemma/105158	h0107	harena	D76H0	hasena	OK
N2/1	*	Af-	lemma/105230	h0168	hecatompylus	37259	hecatompylos	OK
N2/1	*	Af-	lemma/105230	h0168	hecatompylus	37259	hecatompylos	OK
N2	n	NcB	lemma/87743	a0851	aedificium	D7768	hedificium	NO
N2	m	NcB	lemma/105074	h0031	haedus	D776D	hedus	OK
N2	m	NcB	lemma/100879	e0370	elucus	D77A7	helucus	OK
N2/1	*	Af-	lemma/105296	h0228	hemiolios	D77B1	hemiolius	OK
N2/1	*	Af-	lemma/105296	h0228	hemiolios	D77B1	hemiolius	OK
N1	f	NcA	lemma/101378	e0843	era	D77D6	hera	OK
N1	f	NcA	lemma/101487	e0945	eruilia	D77G2	herbilia	OK
N2	n	NcB	lemma/101497	e0956	eruum	D77G7	herbum	OK
N1	f	NcA	lemma/57268	D77GB	herchia	D77GC	hercia	NO
N2	n	NcB	lemma/101389	e0852	erctum	D77GH	herctum	OK
N2	n	NcB	lemma/57287	D7618	haereditagium	D7800	hereditagium	NO
N2	n	NcB	lemma/56779	D7619	haereditamentum	D7806	hereditamentum	NO
N2	n	NcB	lemma/56782	D761H	haereditarium	D780C	hereditarium	NO
V1		VmF	lemma/56776	D7611	haeredo	D77HD	heredo	NO
N3B	f	NcC	lemma/105092	h0047	haeresis	D7829	heresis	OK
N3B	f	NcC	lemma/105092	h0047	haeresis	D7829	heresis	OK
N3A	*	Af-	lemma/57320	D762D	haereticalis	D782E	hereticalis	NO
N2/1	*	Af-	lemma/105093	h0048	haereticus	D782H	hereticus	NO
N3A	*	Af-	lemma/101425	e0885	erilis	D7844	herilis	OK
N1	f	NcA	lemma/105389	h0309	hirnea	D7878	hernia	OK
N2/1	*	Af-	lemma/105544	h0446	hirneosus	D7879	herniosus	OK
N1	f	NcA	lemma/105793	h0676	hydra	D78D2	hida	NO
N1	f	NcA	lemma/105793	h0676	hydra	D78D5	hidra	NO
V1		VmF	lemma/105845	h0726	hymnizo	D78GA	himnizo	NO
N1	f	NcA	lemma/105389	h0309	hirnea	D790H	hirnia	OK
N1	f	NcA	lemma/105542	h0444	hirnea	D790H	hirnia	OK
N2	m	NcB	lemma/108969	i2801	irpus	D7912	hirpus	OK
N3B	f	NcC	lemma/105952	h0828	hystrix	D7937	histrix	OK
N2	n	NcB	lemma/57471	D78CA	hibernagium	D793E	hiuernagium	NO
N3B	n	NcC	lemma/115001	o0768	onus	D79E3	honus	OK
N3B	n	NcC	lemma/115001	o0768	onus	D79E3	honus	OK
N1	f	NcA	lemma/104082	f1236	forda	D79F8	horda	OK
V1		VmF	lemma/105744	h0626	hospitor	D7A21	hospito	OK
N2	m	NcB	lemma/57928	D7AAD	hucellus	D7AAH	huchellus	NO
N3B	n	NcC	lemma/130486	u0922	ulcus	D7ACA	hulcus	OK
N3B	n	NcC	lemma/130486	u0922	ulcus	D7ACA	hulcus	OK
V1		VmF	lemma/130548	u0982	umecto	D7ADD	humecto	OK
N2/1	*	Af-	lemma/130549	u0983	umectus	D7ADF	humectus	OK
N3B	n	NcC	lemma/130554	u0986	umerale	D7AE0	humerale	OK
N2	m	NcB	lemma/130555	u0987	umerulus	D7AE1	humerulus	OK
V1		VmF	lemma/130559	u0991	umido	D7AE4	humido	OK
V1		VmF	lemma/130566	u0997	umigo	D7AE5	humigo	OK
N2/1	*	Af-	lemma/130568	u0999	umorosus	D7AF5	humorosus	OK
N2	n	NcB	lemma/57471	D78CA	hibernagium	D7B14	hybernagium	NO
N2	m	NcB	lemma/105829	h0711	hydrus	D7B20	hydros	OK
N2	m	NcB	lemma/105829	h0711	hydrus	D7B20	hydros	OK
N3B	m	NcC	lemma/57487	D78DB	hiemantes	D7B23	hyemantes	NO
N3B	m	NcC	lemma/108968	i2800	irpex	D7B52	hyrpex	OK
N2	n	NcB	lemma/57471	D78CA	hibernagium	D7B56	hyuernagium	NO
N2	n	NcB	lemma/106124	i0115	ientaculum	D7BBC	iantaculum	OK
N1	f	NcA	lemma/106092	i0085	idololatria	D7C0A	idolatria	OK
N2	n	NcB	lemma/106093	i0086	idoleum	D7C0B	idolium	OK
N2	n	NcB	lemma/106097	i0090	idolon	D7C0F	idolum	OK
N1	f	NcA	lemma/105379	h0299	hilla	D7C6E	illa	OK
V1		VmF	lemma/106317	i0293	imaginor	D7CB5	imagino	OK
N3A	*	Af-	lemma/106388	i0358	immemor	D7D05	immemoris	OK
V4		VmL	lemma/106551	i0514	impertio	D7D4A	impartior	OK
N2	n	NcB	lemma/106494	i0460	impedimentum	D7D67	impelimentum	OK
N5	f	NcE	lemma/106525	i0490	imperfundities	D7D80	imperfundies	OK
N3A	*	Af-	lemma/106666	i0623	impraeuaricabilis	D7E05	impreuaricabilis	NO
N2/1	*	Af-	lemma/106838	i0787	inaspicuus	D7E61	inadspicuus	OK
N2/1	*	Af-	lemma/107896	i1782	iniquus	D7E67	inaequus	OK
N3B	f	NcC	lemma/106335	i0308	imbonitas	D7EA2	inbonitas	OK
V1		VmF	lemma/106946	i0889	incharaxo	D7ED7	incaraxo	OK
V1		VmF	lemma/58881	D7EFA	incateno	D7EFG	incatheno	NO
V1		VmF	lemma/107246	i1176	incuso	D7EG5	incauso	OK
N1	f	NcA	lemma/58824	D7EB1	incaesa	D7F13	incesa	NO
N2	n	NcB	lemma/58922	D7EE3	incarimentum	D7F1F	incharimentum	NO
N2/1	*	Af-	lemma/107008	i0948	inclutus	D7F7D	inclitus	OK
V1		VmF	lemma/58992	D7F7C	inclito	D7F85	inclyto	NO
N2/1	*	Af-	lemma/107008	i0948	inclutus	D7F86	inclytus	OK
V1		VmF	lemma/106912	i0859	inceno	D7F88	incoeno	OK
N3B	f	NcC	lemma/107240	i1171	incus	D7G01	incudo	OK
N3B	f	NcC	lemma/107240	i1171	incus	D7G01	incudo	OK
V1		VmF	lemma/106959	i0901	incilo	D7G02	inculo	NO
V1		VmF	lemma/107349	i1272	indigito	D7G8E	indigeto	OK
V1		VmF	lemma/107359	i1280	indignor	D7G8G	indigno	OK
V3		VmH	lemma/107370	i1290	indipiscor	D7G99	indipisco	OK
N3B	f	NcC	lemma/59194	D7G6G	indicio	D7GAD	inditio	NO
V1		VmF	lemma/106539	i0503	impero	D7GE7	indupero	OK
V1		VmF	lemma/107841	i1730	inheredito	D802H	inhaeredito	NO
V1		VmF	lemma/108883	i2724	inumigo	D804A	inhumigo	OK
V1		VmF	lemma/106191	i0177	illaboro	D8084	inlaboro	OK
N3A	*	Af-	lemma/106195	i0181	illacrimabilis	D8085	inlacrimabilis	OK
N3B	f	NcC	lemma/106212	i0197	illatio	D8089	inlatio	OK
N2	n	NcB	lemma/58378	D7C77	illatum	D808A	inlatum	NO
V1		VmF	lemma/106224	i0207	illecebro	D808C	inlecebro	OK
N3A	*	Af-	lemma/106236	i0219	illex	D808H	inlex	OK
N3B	f	NcC	lemma/106247	i0230	illicitatio	D8091	inlicitatio	OK
V1		VmF	lemma/106255	i0238	illigo	D8095	inligo	OK
V1		VmF	lemma/106287	i0268	illumino	D8099	inlumino	OK
N2/1	*	Af-	lemma/106390	i0360	immemoratus	D809G	inmemoratus	OK
N3A	*	Af-	lemma/106439	i0407	immortalis	D80A2	inmortalis	OK
N3A	*	Af-	lemma/106470	i0437	impalpabilis	D80F7	inpalpabilis	OK
V3		VmH	lemma/106588	i0547	impingo	D80G0	inpingo	OK
V1		VmF	lemma/106601	i0560	implano	D80G2	inplano	OK
V3		VmH	lemma/106614	i0572	implicisco	D80G5	inplicisco	OK
N3A	*	Af-	lemma/106639	i0596	importabilis	D80G8	inportabilis	OK
N2	m	NcB	lemma/58679	D7DG9	impotus	D80GC	inpotus	NO
N2/1	*	Af-	lemma/106659	i0616	impraemeditatus	D80GF	inpraemeditatus	OK
N3A	*	Af-	lemma/106691	i0647	improlis	D80H6	inprolis	OK
N1	f	NcA	lemma/59686	D80HH	inquaesta	D8107	inquesta	NO
V1		VmF	lemma/108970	i2802	irradio	D811F	inradio	OK
N3B	f	NcC	lemma/108974	i2806	irrationabilitas	D811G	inrationabilitas	OK
N3A	*	Af-	lemma/108973	i2805	irrationalis	D8120	inrationalis	OK
N3B	f	NcC	lemma/108996	i2828	irreligiositas	D812A	inreligiositas	OK
N3B	f	NcC	lemma/109014	i2846	irreptio	D812F	inreptio	OK
N3A	*	Af-	lemma/109442	i7855	irrespirabilis	D812H	inrespirabilis	OK
N3A	*	Af-	lemma/109030	i2862	irreuerens	D8130	inreuerens	OK
N2/1	*	Af-	lemma/109044	i2874	irriguus	D8134	inriguus	OK
N3B	f	NcC	lemma/109056	i2886	irritatrix	D8137	inritatrix	OK
V1		VmF	lemma/109065	i2894	irroto	D8138	inroto	OK
V1		VmF	lemma/108100	i1977	insector	D815C	insecto	OK
V1		VmF	lemma/108147	i2020	insidior	D8184	insidio	OK
N2/1	*	Af-	lemma/108085	i1963	inscius	D81FE	instius	NO
N2	n	NcB	lemma/108297	i2164	insubulum	D81GD	insublum	OK
V1		VmF	lemma/108299	i2166	insuco	D81H1	insucco	OK
N1	f	NcA	lemma/108359	i2223	intellegentia	D8238	intelligentia	OK
V3		VmH	lemma/108367	i2231	intellego	D823A	intelligo	OK
N2/1	*	Af-	lemma/108381	i2244	intemptatus	D8258	intentatus	OK
V1		VmF	lemma/108448	i2307	interdo	D8299	interduo	OK
V1		VmF	lemma/108752	i2596	intro	D8268	intero	OK
V3		VmH	lemma/108715	i2560	intinguo	D831E	intingo	OK
V1		VmF	lemma/60067	D8313	inthroniso	D8369	introniso	NO
I		X--	lemma/108769	i2617	introuorsus	D836A	introuersus	OK
N2	m	NcB	lemma/105493	h0399	hinnuleus	D83D7	inuleus	OK
V3		VmH	lemma/108889	i2729	inunguo	D83DE	inungo	OK
V1		VmF	lemma/108924	i2763	iocor	D83G0	ioco	OK
V1		VmF	lemma/109159	i2988	iucundo	D83H1	iocundo	OK
N2/1	*	Af-	lemma/105539	h0440	hircosus	D8447	ircosus	OK
N2	n	NcB	lemma/108140	i2015	insicium	D848B	isicium	OK
N1	f	NcA	lemma/86565	DEC96	ystoria	D84A0	istoria	NO
N3B	f	NcC	lemma/105952	h0828	hystrix	D84A4	istrix	NO
N2	n	NcB	lemma/106705	i0660	iubilaeum	D84CA	iubileum	NO
N2	n	NcB	lemma/109213	i3034	iuncetum	D8519	iunchetum	NO
I		X--	lemma/127099	s3832	sursum	D85A7	iusum	OK
N2	m	NcB	lemma/142833	D759D	guti	D85AB	iuti	NO
N1	f	NcA	lemma/92438	c0292	calumnia	D85F0	kalumnia	OK
N1	f	NcA	lemma/109757	l0141	labia	D8687	labea	OK
N3B	m	NcC	lemma/109606	l0012	labeo	D869F	labio	OK
N2/1	*	Af-	lemma/109655	l0056	lacertosus	D86F9	lacertuosus	OK
N2/1	*	Af-	lemma/109643	l0046	lacer	D86FA	lacerus	OK
N1	f	NcA	lemma/60922	D86DD	laca	D86FC	lacha	NO
N3B	m	NcC	lemma/60949	D86FF	lachinones	D86G2	lacinones	NO
N2/1	*	Af-	lemma/109673	l0073	lacrimatorius	D86H1	lacrymatorius	NO
N1	f	NcA	lemma/109752	l0138	lagona	D875D	lagena	OK
N1	f	NcA	lemma/109752	l0138	lagona	D876D	laguna	OK
N1	f	NcA	lemma/109788	l0169	lamina	D87AC	lamna	OK
N1	f	NcA	lemma/109816	l0192	lanciola	D87DH	lanceola	OK
N1	f	NcA	lemma/109813	l0189	lancea	D87E6	lancia	OK
N1	f	NcA	lemma/109788	l0169	lamina	D8831	lanna	OK
N2	n	NcB	lemma/110041	l0381	lapsanum	D888B	lapsanium	OK
N2	n	NcB	lemma/109950	l0303	laridum	D88AG	lardum	OK
V4		VmL	lemma/109941	l0294	largior	D88BE	largio	OK
N1	f	NcA	lemma/109878	l0243	lanterna	D88H6	laterna	OK
N1	f	NcA	lemma/110110	l0439	lautumiae	D8911	latomiae	OK
N2	m	NcB	lemma/61470	D88HD	lathos	D891A	latos	NO
N1	f	NcA	lemma/109821	l0197	latrina	D894E	lauatrina	OK
N2	n	NcB	lemma/61082	D8779	laignerium	D89CB	laygnerium	NO
N3B	n	NcC	lemma/61638	D8738	laeamen	D89DF	leamen	NO
N2	m	NcB	lemma/61657	D89F2	lechitus	D89F4	lecitus	NO
N1	m	NcA	lemma/110161	l0482	legerupa	D8A6F	legirupa	OK
N1	f	NcA	lemma/110483	l0755	ligula	D8A7H	legula	OK
N2/1	*	Af-	lemma/110396	l0688	leguminarius	D8A80	legumenarius	OK
N2/1	*	Af-	lemma/110396	l0688	leguminarius	D8A80	legumenarius	OK
N3B	f	NcC	lemma/61825	D8AB5	lencio	D8AD5	lentio	NO
N3B	f	NcC	lemma/110212	l0528	lens	D8AD8	lentis	OK
N3B	f	NcC	lemma/110212	l0528	lens	D8AD8	lentis	OK
N2	n	NcB	lemma/61032	D873G	laernum	D8AGH	lernum	NO
N3B	n	NcC	lemma/109725	l0118	laetamen	D8B11	letamen	NO
N1	f	NcA	lemma/61939	D8745	laetania	D8B12	letania	NO
N1	f	NcA	lemma/61939	D8745	laetania	D8B1E	lethania	NO
N2	n	NcB	lemma/110293	l0594	letum	D8B20	lethum	OK
N2	m	NcB	lemma/142798	D8747	laeti	D8B21	leti	NO
N2	m	NcB	lemma/61969	l0130	laetus	D8B31	letus	NO
N1	f	NcA	lemma/110331	l0629	leuga	D8B5H	leuca	OK
N1	f	NcA	lemma/61784	D8A87	leida	D8BAD	leyda	NO
N1	f	NcA	lemma/62134	D8BHC	lica	D8C06	licha	NO
N1	f	NcA	lemma/62137	D8C09	lichia	D8C0F	licia	NO
N1	f	NcA	lemma/62139	D8C0C	lichina	D8C14	licina	NO
N1	f	NcA	lemma/111070	l1269	lycisca	D8C1C	licisca	NO
N1	f	NcA	lemma/110458	l0735	lienteria	D8C50	lientheria	NO
N1	f	NcA	lemma/111078	l1276	lympha	D8CEH	limpa	OK
N1	f	NcA	lemma/110450	l0730	linea	D8D1F	linia	OK
N2	n	NcB	lemma/110552	l0813	lineamentum	D8D20	liniamentum	OK
N2/1	*	Af-	lemma/110583	l0842	linostemus	D8D3D	linostimus	OK
N1	f	NcA	lemma/62442	D8D79	lisca	D8D7B	lischa	NO
N1	f	NcA	lemma/110668	l0922	littera	D8D92	litera	OK
N1	f	NcA	lemma/62568	D8DHG	lochia	D8E02	locia	NO
N2	n	NcB	lemma/110743	l0986	logeum	D8E3A	logium	OK
N2	n	NcB	lemma/62721	D8EB7	lothum	D8EC4	lotum	NO
N		NcP	lemma/62774	D8EF1	lucar	D8EGB	luchar	NO
V1		VmF	lemma/110887	l1111	lucror	D8F00	lucro	OK
N3B	f	NcC	lemma/62823	D8F20	ludices	D8F28	ludix	NO
N3B	f	NcC	lemma/110947	l1164	luitio	D8F4B	luicio	NO
N2	n	NcB	lemma/110762	l1001	lomentum	D8F62	lumentum	OK
N2	m	NcB	lemma/110076	l0409	lonchus	D8F80	lunchus	OK
N1	f	NcA	lemma/110812	l1048	lorica	D8FB1	lurica	OK
